Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides MS3	Razor + unique peptides MS3	Unique peptides MS3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 MS3	Reporter intensity corrected 1 MS3	Reporter intensity corrected 2 MS3	Reporter intensity corrected 3 MS3	Reporter intensity corrected 4 MS3	Reporter intensity corrected 5 MS3	Reporter intensity corrected 6 MS3	Reporter intensity corrected 7 MS3	Reporter intensity corrected 8 MS3	Reporter intensity corrected 9 MS3	Reporter intensity 0 MS3	Reporter intensity 1 MS3	Reporter intensity 2 MS3	Reporter intensity 3 MS3	Reporter intensity 4 MS3	Reporter intensity 5 MS3	Reporter intensity 6 MS3	Reporter intensity 7 MS3	Reporter intensity 8 MS3	Reporter intensity 9 MS3	Reporter intensity count 0 MS3	Reporter intensity count 1 MS3	Reporter intensity count 2 MS3	Reporter intensity count 3 MS3	Reporter intensity count 4 MS3	Reporter intensity count 5 MS3	Reporter intensity count 6 MS3	Reporter intensity count 7 MS3	Reporter intensity count 8 MS3	Reporter intensity count 9 MS3	Sequence coverage MS3 [%]	Intensity	Intensity MS3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P0ADY1	P0ADY1	26	26	26	Peptidyl-prolyl cis-trans isomerase D	ppiD		1	26	26	26	26	26	26	48.8	48.8	48.8	68.149	623	623	0	100.42	180570	180640	163810	184670	195430	177570	199240	181990	184730	199550	170800	170670	166300	189250	196500	178740	202230	188390	182890	192110	40	40	40	40	40	40	40	40	40	40	180570	180640	163810	184670	195430	177570	199240	181990	184730	199550	170800	170670	166300	189250	196500	178740	202230	188390	182890	192110	40	40	40	40	40	40	40	40	40	40	48.8	2963600000	2963600000	40				834	1058;1276;1800;1910;3013;3517;5537;5883;5993;6519;6536;7668;9043;9061;9467;9622;11187;11782;12276;12557;12865;13607;13956;14085;16956;18032	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1177;1419;2022;2154;3362;3921;6158;6159;6548;6662;7260;7278;8535;10031;10051;10482;10655;12581;12582;13300;13832;14145;14146;14490;15296;15689;15831;19037;20246	1799;2175;3083;3084;3296;5067;5897;9070;9071;9072;9073;9074;9627;9785;9786;10662;10663;10686;12520;14596;14617;15197;15420;18197;18198;19347;20059;20060;20494;20495;20496;20966;20967;22050;22626;22820;22821;27415;29102	2060;2510;3546;3547;3802;5804;6736;10358;10359;10360;10361;10362;10993;11173;11174;12178;12179;12202;14361;16661;16683;17333;17588;20727;20728;22060;22856;22857;23343;23344;23345;23872;23873;25115;25756;25976;25977;25978;31095;33037	2060;2510;3547;3802;5804;6736;10359;10993;11173;12178;12202;14361;16661;16683;17333;17588;20728;22060;22856;23343;23873;25115;25756;25976;31095;33037	1372;1373;1374	84;519;580
P0ADY3	P0ADY3	7	7	7	50S ribosomal protein L14	rplN		1	7	7	7	7	7	7	57.7	57.7	57.7	13.541	123	123	0	77.291	193450	184810	181440	188980	207720	190000	207280	194900	189610	210740	183010	174610	183700	193800	209220	190860	210530	201660	187840	202940	33	33	32	33	32	33	32	33	32	33	193450	184810	181440	188980	207720	190000	207280	194900	189610	210740	183010	174610	183700	193800	209220	190860	210530	201660	187840	202940	33	33	32	33	32	33	32	33	32	33	57.7	25442000000	25442000000	33				835	4887;7637;7859;10974;13436;13564;17557	True;True;True;True;True;True;True	5430;8502;8755;12256;12257;12258;15116;15251;19704	8076;12461;12825;12826;12827;12828;17681;17682;17683;17684;17685;17686;17687;17688;17689;17690;17691;17692;17693;17694;21817;21818;21992;21993;28329;28330	9245;9246;14294;14710;14711;14712;14713;20149;20150;20151;20152;20153;20154;20155;20156;20157;20158;20159;20160;20161;20162;20163;20164;20165;24855;24856;24857;24858;25052;25053;32161;32162;32163	9245;14294;14712;20156;24858;25052;32163	1375;1376	1;7
P0ADY7	P0ADY7	4	4	4	50S ribosomal protein L16	rplP		1	4	4	4	4	4	4	39.7	39.7	39.7	15.281	136	136	0	35.026	65164	58509	60262	64620	69154	64026	67156	65808	61350	67569	61643	55306	61068	65967	69619	64353	68296	67977	60780	65148	20	20	20	20	20	20	20	20	20	20	65164	58509	60262	64620	69154	64026	67156	65808	61350	67569	61643	55306	61068	65967	69619	64353	68296	67977	60780	65148	20	20	20	20	20	20	20	20	20	20	39.7	19635000000	19635000000	21				836	6238;6455;16191;16685	True;True;True;True	6926;7188;18183;18725;18726	10192;10193;10194;10195;10564;26192;26961;26962;26963;26964;26965;26966;26967;26968;26969;26970;26971;26972	11634;11635;11636;11637;12074;29745;30601;30602;30603;30604;30605;30606;30607;30608;30609;30610;30611;30612;30613;30614;30615	11634;12074;29745;30615	1377	105
P0ADZ0	P0ADZ0	5	5	5	50S ribosomal protein L23	rplW		1	5	5	5	5	5	5	40	40	40	11.199	100	100	0	10.24	129510	120030	130140	125980	134610	125070	134940	126170	123570	133740	122550	113420	131060	128970	136330	125670	137030	130550	122410	128850	13	13	13	13	13	13	13	13	13	13	129510	120030	130140	125980	134610	125070	134940	126170	123570	133740	122550	113420	131060	128970	136330	125670	137030	130550	122410	128850	13	13	13	13	13	13	13	13	13	13	40	14474000000	14474000000	13				837	1449;1696;3844;8492;14266	True;True;True;True;True	1636;1901;1902;4279;9445;16039	2487;2488;2489;2871;2872;2873;2874;2875;6432;13802;23138	2870;2871;2872;3293;3294;3295;3296;3297;7355;7356;15795;26334;26335	2872;3296;7355;15795;26334		
P0ADZ4	P0ADZ4	5	5	5	30S ribosomal protein S15	rpsO		1	5	5	5	5	5	5	68.5	68.5	68.5	10.269	89	89	0	10.451	54092	50037	50491	53378	58046	53617	57785	54635	54417	54029	51171	47287	51140	54607	58452	53846	58740	56391	53836	52139	14	14	14	14	14	14	14	14	14	14	54092	50037	50491	53378	58046	53617	57785	54635	54417	54029	51171	47287	51140	54607	58452	53846	58740	56391	53836	52139	14	14	14	14	14	14	14	14	14	14	68.5	9523500000	9523500000	14				838	2341;8392;8647;14159;18084	True;True;True;True;True	2620;9340;9611;15906;20303	4016;13656;13657;14031;22923;22924;29183;29184	4628;15630;15631;15632;15633;15634;16048;26092;26093;26094;26095;33125;33126;33127	4628;15631;16048;26094;33126		
P0ADZ7	P0ADZ7	3	3	3	UPF0092 membrane protein YajC	yajC		1	3	3	3	3	3	3	20.9	20.9	20.9	11.887	110	110	0	19.473	84376	78870	73008	81444	86905	78588	88949	83990	83884	87334	79799	74520	74342	83421	87395	79132	90305	86670	82983	84179	4	4	4	4	4	4	4	4	4	4	84376	78870	73008	81444	86905	78588	88949	83990	83884	87334	79799	74520	74342	83421	87395	79132	90305	86670	82983	84179	4	4	4	4	4	4	4	4	4	4	20.9	1823400000	1823400000	4				839	2560;5691;13185	True;True;True	2855;6337;14849	4355;9354;21447	5007;10688;24415;24416	5007;10688;24415		
P0AE01	P0AE01	5	5	5	tRNA (cytidine/uridine-2-O-)-methyltransferase TrmJ	trmJ		1	5	5	5	5	5	5	26	26	26	27.048	246	246	0	17.844	58838	64102	52381	63044	72695	23073	65065	64497	55720	52045	55651	60549	53350	64154	72455	25529	66341	64658	55375	50500	8	8	8	8	8	8	8	8	8	8	58838	64102	52381	63044	72695	23073	65065	64497	55720	52045	55651	60549	53350	64154	72455	25529	66341	64658	55375	50500	8	8	8	8	8	8	8	8	8	8	26	519810000	519810000	8				840	4309;6158;8362;14516;16274	True;True;True;True;True	4815;4816;6839;9308;16313;18271	7218;7219;7220;10048;13613;23547;26322	8270;8271;8272;8273;11468;15582;26794;29894	8273;11468;15582;26794;29894	1378	209
P0AE06;P24180	P0AE06	19;1	19;1	19;1	Multidrug efflux pump subunit AcrA	acrA		2	19	19	19	19	19	19	65.7	65.7	65.7	42.196	397	397;385	0	99.855	116010	103370	96776	109930	111380	100490	119720	115240	106850	115990	109700	97691	98748	112330	112270	101550	121110	118520	105980	111880	22	22	22	22	22	22	22	22	22	22	116010	103370	96776	109930	111380	100490	119720	115240	106850	115990	109700	97691	98748	112330	112270	101550	121110	118520	105980	111880	22	22	22	22	22	22	22	22	22	22	65.7	4843400000	4843400000	22				841	919;1486;1507;3848;5678;7345;8039;9212;9831;12316;12433;12461;14879;16146;16942;16989;17111;17216;17444	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1021;1022;1676;1699;4283;6324;8177;8960;10214;10876;13878;14008;14038;16710;18132;19022;19073;19208;19324;19577	1563;1564;2548;2575;6437;9323;11998;13118;14840;15703;20124;20296;20342;24122;26124;27396;27461;27637;27638;27789;28141	1795;1796;2939;2967;7364;10652;13769;15030;16926;17902;22931;23122;23172;23173;27448;29670;31075;31145;31340;31341;31522;31937	1796;2939;2967;7364;10652;13769;15030;16926;17902;22931;23122;23173;27448;29670;31075;31145;31341;31522;31937	1379	291
P0AE08	P0AE08	11	11	11	Alkyl hydroperoxide reductase subunit C	ahpC		1	11	11	11	11	11	11	61.5	61.5	61.5	20.761	187	187	0	65.671	181870	247740	184870	186130	278070	140530	212730	211050	207360	183940	172110	233680	187000	194140	275750	144120	219530	214510	204830	178090	35	35	35	35	35	35	36	35	35	35	181870	247740	184870	186130	278070	140530	212730	211050	207360	183940	172110	233680	187000	194140	275750	144120	219530	214510	204830	178090	35	35	35	35	35	35	36	35	35	35	61.5	11649000000	11649000000	36				842	216;1750;1999;2356;3581;3779;3780;11509;11537;11538;17573	True;True;True;True;True;True;True;True;True;True;True	243;1961;2250;2636;3992;4211;4212;12990;12991;13021;13022;19720;19721	397;2966;3451;3452;3453;4043;6012;6013;6337;6338;6339;6340;6341;18883;18884;18885;18886;18887;18888;18889;18890;18929;18930;18931;18932;28352;28353;28354;28355;28356	465;3407;3985;3986;3987;4661;6868;6869;7249;7250;7251;7252;7253;21536;21537;21538;21539;21540;21541;21542;21543;21544;21545;21591;21592;21593;21594;21595;32189;32190;32191;32192;32193;32194;32195;32196	465;3407;3986;4661;6868;7250;7252;21544;21594;21595;32193	1380;1381	96;111
P0AE12	P0AE12	12	12	12	AMP nucleosidase	amn		1	12	12	12	12	12	12	26.4	26.4	26.4	53.994	484	484	0	43.766	59476	53739	45128	55564	61454	47453	58129	57966	50097	63444	56226	50776	46460	56810	61345	48178	59110	59648	49772	61082	15	15	15	15	15	15	15	15	15	15	59476	53739	45128	55564	61454	47453	58129	57966	50097	63444	56226	50776	46460	56810	61345	48178	59110	59648	49772	61082	15	15	15	15	15	15	15	15	15	15	26.4	1331600000	1331600000	15				843	1287;1846;2415;6589;9051;11356;13522;14212;15055;15056;15993;18099	True;True;True;True;True;True;True;True;True;True;True;True	1430;2074;2698;7339;10040;12818;15207;15973;16918;16919;17963;20318	2187;3177;4127;10787;10788;14605;18620;21936;21937;23041;24423;24424;24425;25894;29202	2522;3661;4752;12322;12323;16670;21234;24984;24985;26223;27783;27784;27785;29420;33146	2522;3661;4752;12323;16670;21234;24985;26223;27783;27785;29420;33146	1382	404
P0AE14	P0AE14	1	1	1	Protein AmpE	ampE		1	1	1	1	1	1	1	3.9	3.9	3.9	32.122	284	284	0.0068762	2.0747	10523	8620.7	9425.2	8829.5	10054	8485.2	11633	10221	9659.5	9069.6	9953.2	8144.8	9564.5	9047.6	10187	8559.3	11712	10458	9614.8	8776.6	1	1	1	1	1	1	1	1	1	1	10523	8620.7	9425.2	8829.5	10054	8485.2	11633	10221	9659.5	9069.6	9953.2	8144.8	9564.5	9047.6	10187	8559.3	11712	10458	9614.8	8776.6	1	1	1	1	1	1	1	1	1	1	3.9	11996000	11996000	1				844	4363	True	4870	7286	8345	8345		
P0AE18	P0AE18	13	13	13	Methionine aminopeptidase	map		1	13	13	13	13	13	13	54.9	54.9	54.9	29.33	264	264	0	44.004	75583	88650	70964	74943	96831	61269	81417	86880	77149	68432	71503	83667	72010	77566	96515	62473	83499	88216	76304	66448	16	16	16	16	16	16	16	16	16	16	75583	88650	70964	74943	96831	61269	81417	86880	77149	68432	71503	83667	72010	77566	96515	62473	83499	88216	76304	66448	16	16	16	16	16	16	16	16	16	16	54.9	2835800000	2835800000	16				845	2449;2593;3941;4589;4746;5443;5941;7438;8293;8502;10878;14529;15411	True;True;True;True;True;True;True;True;True;True;True;True;True	2736;2892;4385;5106;5280;6054;6607;8279;9234;9460;12102;16327;17324	4200;4407;6582;6583;7603;7862;8928;9713;12143;13517;13827;17436;23567;25004	4836;4837;5064;7537;7538;8696;9001;10199;11091;13938;15478;15823;19868;19869;26815;28436	4836;5064;7537;8696;9001;10199;11091;13938;15478;15823;19868;26815;28436		
P0AE22	P0AE22	6	6	6	Class B acid phosphatase	aphA		1	6	6	6	6	6	6	33.3	33.3	33.3	26.103	237	237	0	75.963	20546	29660	19222	21933	29059	20390	23677	25285	23917	21273	19437	27975	19542	22967	28833	20608	24367	25814	23589	20617	6	6	6	6	6	6	6	6	6	6	20546	29660	19222	21933	29059	20390	23677	25285	23917	21273	19437	27975	19542	22967	28833	20608	24367	25814	23589	20617	6	6	6	6	6	6	6	6	6	6	33.3	430100000	430100000	6				846	7655;12697;13280;14384;14966;15186	True;True;True;True;True;True	8521;14297;14948;16168;16808;17059	12495;20701;21587;23312;24262;24617	14332;23573;24591;26524;27601;28004	14332;23573;24591;26524;27601;28004	1383;1384	125;162
P0AE37	P0AE37	9	9	9	Arginine N-succinyltransferase	astA		1	9	9	9	9	9	9	32.3	32.3	32.3	38.455	344	344	0	50.112	33526	36299	30173	34706	42767	30913	36701	37037	33684	34546	31711	34281	30711	35671	42568	31297	37567	37955	33364	33386	13	12	12	13	13	13	13	13	13	13	33526	36299	30173	34706	42767	30913	36701	37037	33684	34546	31711	34281	30711	35671	42568	31297	37567	37955	33364	33386	13	12	12	13	13	13	13	13	13	13	32.3	551550000	551550000	13				847	320;587;6745;9676;12039;13759;14809;15015;15751	True;True;True;True;True;True;True;True;True	353;654;655;7506;10713;13579;15465;15466;16635;16869;17693	569;1004;1005;1006;11020;15492;19734;22286;22287;24023;24358;25517;25518	668;1159;1160;1161;12580;17669;22490;25368;25369;27342;27711;28999;29000	668;1159;12580;17669;22490;25369;27342;27711;28999	1385	207
P0AE39	P0AE39	3	3	3	Transcriptional regulatory protein YpdB	ypdB		1	3	3	3	3	3	3	13.9	13.9	13.9	28.721	244	244	0	28.697	5912.7	6569.1	5567	6877.3	8183.8	5968.6	6258.6	6970.5	6202	6312.4	5593.6	6207.4	5654	7028	8123.2	6047.6	6461.6	7143.3	6121.9	6105.2	3	3	3	3	3	3	3	3	3	3	5912.7	6569.1	5567	6877.3	8183.8	5968.6	6258.6	6970.5	6202	6312.4	5593.6	6207.4	5654	7028	8123.2	6047.6	6461.6	7143.3	6121.9	6105.2	3	3	3	3	3	3	3	3	3	3	13.9	98072000	98072000	3				848	4295;7872;13835	True;True;True	4798;8771;15550	7197;12849;22401	8243;14735;25496	8243;14735;25496		
P0AE45	P0AE45	2	2	2	UPF0053 inner membrane protein YtfL	ytfL		1	2	2	2	2	2	2	6.5	6.5	6.5	49.762	447	447	0	3.6726	1658.9	1266.1	1253.5	1419.9	1471.1	1301.4	1647.4	1297.2	1430.9	1271.6	1568.2	1196.9	1288.5	1446.6	1482.3	1312.1	1662.6	1339.7	1421	1227.3	2	2	2	2	2	2	2	2	2	2	1658.9	1266.1	1253.5	1419.9	1471.1	1301.4	1647.4	1297.2	1430.9	1271.6	1568.2	1196.9	1288.5	1446.6	1482.3	1312.1	1662.6	1339.7	1421	1227.3	2	2	2	2	2	2	2	2	2	2	6.5	11127000	11127000	2				849	4952;11934	True;True	5504;13466	8180;19554	9365;22282	9365;22282		
P0AE48	P0AE48	2	2	2	Gamma-glutamylcyclotransferase family protein YtfP	ytfP		1	2	2	2	2	2	2	22.1	22.1	22.1	12.866	113	113	0	7.3595	7206.7	8976.5	7386.5	8007.7	8614.1	7815.3	8832.4	7876.7	7708.7	8453.4	6820	8474.2	7442.9	8278.1	8671.1	7858.9	8949.4	8153.2	7653.9	8142.2	2	2	2	2	2	2	2	2	2	2	7206.7	8976.5	7386.5	8007.7	8614.1	7815.3	8832.4	7876.7	7708.7	8453.4	6820	8474.2	7442.9	8278.1	8671.1	7858.9	8949.4	8153.2	7653.9	8142.2	2	2	2	2	2	2	2	2	2	2	22.1	315080000	315080000	2				850	7493;9650	True;True	8341;10687	12224;15461	14025;17634	14025;17634		
P0AE52	P0AE52	7	7	7	Putative peroxiredoxin bcp	bcp		1	7	7	7	7	7	7	48.1	48.1	48.1	17.634	156	156	0	40.336	59281	85896	56051	67307	97860	56175	77486	74457	74305	58595	56082	81037	57099	70064	96549	57144	79765	75743	73451	56898	12	12	12	12	12	12	12	12	12	12	59281	85896	56051	67307	97860	56175	77486	74457	74305	58595	56082	81037	57099	70064	96549	57144	79765	75743	73451	56898	12	12	12	12	12	12	12	12	12	12	48.1	1764600000	1764600000	12				851	1335;2983;5351;7567;8188;15757;16683	True;True;True;True;True;True;True	1503;1504;3331;5958;8422;9117;17700;18722	2316;2317;2318;5024;8803;12346;13328;13329;25525;26957	2687;2688;2689;5752;10061;14166;14167;15264;15265;29007;29008;30596	2689;5752;10061;14166;15264;29007;30596	1386	42
P0AE60	P0AE60	3	3	3	Cell division activator CedA	cedA		1	3	3	3	3	3	3	38.8	38.8	38.8	9.3767	80	80	0	3.8757	1301.5	1230.9	986.43	1322	1683.3	1070.4	1574.9	1292.9	1226.6	1267.2	1230.4	1163.3	1019.7	1347.8	1665.2	1089.3	1598.7	1326.4	1225.1	1223.2	3	3	3	3	3	3	3	3	3	3	1301.5	1230.9	986.43	1322	1683.3	1070.4	1574.9	1292.9	1226.6	1267.2	1230.4	1163.3	1019.7	1347.8	1665.2	1089.3	1598.7	1326.4	1225.1	1223.2	3	3	3	3	3	3	3	3	3	3	38.8	160150000	160150000	3				852	12610;14279;14876	True;True;True	14204;16054;16707	20576;23163;24117	23434;26363;27442	23434;26363;27442		
P0AE67	P0AE67	1	1	1	Chemotaxis protein CheY	cheY		1	1	1	1	1	1	1	14.7	14.7	14.7	14.097	129	129	0	4.3071	877.69	1275.7	787.1	840.8	1646.2	819.82	1159.2	1246	1011.2	923.16	830.18	1202.6	807.37	889.51	1612.8	829.76	1199.3	1261.2	1004	898.1	2	2	2	2	2	2	2	2	2	2	877.69	1275.7	787.1	840.8	1646.2	819.82	1159.2	1246	1011.2	923.16	830.18	1202.6	807.37	889.51	1612.8	829.76	1199.3	1261.2	1004	898.1	2	2	2	2	2	2	2	2	2	2	14.7	16949000	16949000	2				853	4104	True	4562	6846;6847	7836;7837	7837		
P0AE70	P0AE70	2	2	2	mRNA interferase MazF	mazF		1	2	2	2	2	2	2	20.7	20.7	20.7	12.098	111	111	0	4.1873	5451.7	5914	4219.5	6009.1	7157.4	4816.6	6013.4	6139.8	6097.4	5630.3	5154	5587.3	4353.4	6145	7073.8	4908.3	6178.4	6277	6012.7	5443.7	2	2	2	2	2	2	2	2	2	2	5451.7	5914	4219.5	6009.1	7157.4	4816.6	6013.4	6139.8	6097.4	5630.3	5154	5587.3	4353.4	6145	7073.8	4908.3	6178.4	6277	6012.7	5443.7	2	2	2	2	2	2	2	2	2	2	20.7	69188000	69188000	2				854	2670;6866	True;True	2977;7639	4534;11220	5210;12811	5210;12811		
P0AE78	P0AE78	7	7	7	Magnesium and cobalt efflux protein CorC	corC		1	7	7	7	7	7	7	24.3	24.3	24.3	33.298	292	292	0	27.86	41758	55598	41396	49910	64358	42250	53586	49948	50540	46545	39512	52489	41965	51470	63800	42876	54979	51205	49997	44984	9	9	9	9	9	9	9	9	9	9	41758	55598	41396	49910	64358	42250	53586	49948	50540	46545	39512	52489	41965	51470	63800	42876	54979	51205	49997	44984	9	9	9	9	9	9	9	9	9	9	24.3	698150000	698150000	9				855	5885;8075;11885;12348;13702;13708;14349	True;True;True;True;True;True;True	6550;8998;13409;13914;15400;15406;16130	9629;13169;19485;19486;20181;22193;22200;23268;23269	10995;15085;22212;22213;22994;25268;25275;26477;26478	10995;15085;22213;22994;25268;25275;26477	1387	135
P0AE82	P0AE82	2	2	2	Sensor protein CpxA	cpxA		1	2	2	2	2	2	2	4.8	4.8	4.8	51.624	457	457	0	15.661	2579	2588	2408.7	2639.5	2678.1	2420.5	2924.2	2571.1	2616.6	3333.5	2439.7	2445.1	2438.9	2703.5	2705	2444.2	2956.3	2673.6	2594.9	3198.4	2	2	2	2	2	2	2	2	2	2	2579	2588	2408.7	2639.5	2678.1	2420.5	2924.2	2571.1	2616.6	3333.5	2439.7	2445.1	2438.9	2703.5	2705	2444.2	2956.3	2673.6	2594.9	3198.4	2	2	2	2	2	2	2	2	2	2	4.8	23755000	23755000	2				856	11325;16123	True;True	12784;18105	18571;26085	21179;29629	21179;29629		
P0AE85	P0AE85	3	3	3	Periplasmic protein CpxP	cpxP		1	3	3	3	3	3	3	20.5	20.5	20.5	18.965	166	166	0	21.672	12295	20805	12468	14111	19885	14504	14087	17436	17144	14505	11635	19615	12624	14904	19663	14584	14702	17813	16786	14062	4	4	4	4	4	4	4	4	4	4	12295	20805	12468	14111	19885	14504	14087	17436	17144	14505	11635	19615	12624	14904	19663	14584	14702	17813	16786	14062	4	4	4	4	4	4	4	4	4	4	20.5	97442000	97442000	4				857	9911;10647;10780	True;True;True	10964;11785;11942	15822;16948;17184;17185	18039;19309;19584;19585	18039;19309;19585	1388	102
P0AE88	P0AE88	8	8	8	Transcriptional regulatory protein CpxR	cpxR		1	8	8	8	8	8	8	31	31	31	26.312	232	232	0	21.128	102460	104990	96227	100250	104750	94448	103140	104550	99739	113110	96934	99153	97355	103130	105770	95269	104970	107890	98556	108930	11	11	11	11	11	11	11	11	11	11	102460	104990	96227	100250	104750	94448	103140	104550	99739	113110	96934	99153	97355	103130	105770	95269	104970	107890	98556	108930	11	11	11	11	11	11	11	11	11	11	31	880450000	880450000	11				858	2608;3901;6862;7953;11545;13006;16557;16558	True;True;True;True;True;True;True;True	2909;4343;7634;7635;8855;13029;14648;18584;18585	4430;6522;11214;11215;11216;12970;18940;21165;26779;26780;26781	5091;7464;12805;12806;12807;14869;21603;24090;30406;30407;30408	5091;7464;12807;14869;21603;24090;30406;30408	1389	228
P0AE91	P0AE91	8	8	8	Protein CreA	creA		1	8	8	8	8	8	8	58	58	58	17.108	157	157	0	29.273	37120	41506	34642	41865	47561	36801	47000	42966	39509	39702	35115	39211	35182	42882	47487	37266	47663	44055	39301	38379	12	12	12	12	12	12	12	12	12	12	37120	41506	34642	41865	47561	36801	47000	42966	39509	39702	35115	39211	35182	42882	47487	37266	47663	44055	39301	38379	12	12	12	12	12	12	12	12	12	12	58	784290000	784290000	12				859	6036;8410;10956;11358;11364;12006;13514;17187	True;True;True;True;True;True;True;True	6709;9358;12228;12229;12820;12826;13544;15199;19292	9863;9864;13685;17634;17635;18625;18631;18632;19681;19682;21928;27743	11263;11264;15664;20089;20090;21239;21245;21246;22429;22430;24976;31468	11263;15664;20090;21239;21246;22429;24976;31468	1390;1391	33;153
P0AEA8	P0AEA8	11	11	11	Siroheme synthase;Uroporphyrinogen-III C-methyltransferase;Precorrin-2 dehydrogenase;Sirohydrochlorin ferrochelatase	cysG		1	11	11	11	11	11	11	27.8	27.8	27.8	49.951	457	457	0	82.628	30546	29631	26698	30697	32845	27819	33688	32190	28269	30535	28890	27998	27181	31408	32975	28125	34103	33040	28123	29498	17	17	17	17	17	17	17	17	17	17	30546	29631	26698	30697	32845	27819	33688	32190	28269	30535	28890	27998	27181	31408	32975	28125	34103	33040	28123	29498	17	17	17	17	17	17	17	17	17	17	27.8	629090000	629090000	17				860	223;820;998;3326;6335;7626;8967;9851;10633;10820;16964	True;True;True;True;True;True;True;True;True;True;True	251;915;1108;3713;7036;8491;9952;10897;11771;12008;12009;19045	416;1410;1690;1691;5599;10338;10339;12446;14477;15729;15730;16920;17292;17293;27424;27425	486;1629;1938;1939;6407;11801;11802;11803;14276;16532;17933;17934;19275;19708;19709;31104;31105	486;1629;1939;6407;11801;14276;16532;17933;19275;19709;31105	1392	1
P0AEB2	P0AEB2	17	17	16	D-alanyl-D-alanine carboxypeptidase DacA	dacA		1	17	17	16	17	17	16	46.7	46.7	44.9	44.443	403	403	0	95.36	68300	65427	61601	70559	73378	65469	76195	72007	66134	72337	64605	61836	62564	72053	73799	66068	77149	74155	65682	69781	24	24	24	24	24	24	24	24	24	24	68300	65427	61601	70559	73378	65469	76195	72007	66134	72337	64605	61836	62564	72053	73799	66068	77149	74155	65682	69781	24	24	24	24	24	24	24	24	24	24	46.7	1500400000	1500400000	24				861	821;1665;3266;3297;3706;4556;5126;6618;9706;9921;9953;11088;11881;11926;12168;13193;16492	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	916;917;1870;3643;3680;4131;5071;5700;7372;10746;10974;11017;12431;12432;13405;13458;13717;14858;18513	1411;1412;1413;2819;5505;5554;6215;7554;8450;10839;15548;15835;15904;17968;17969;19481;19546;19907;21465;21466;26673;26674	1630;1631;1632;3239;6290;6291;6345;7104;8640;9679;12379;17734;18056;18134;20470;20471;22208;22274;22684;24440;24441;30291;30292;30293	1632;3239;6290;6345;7104;8640;9679;12379;17734;18056;18134;20470;22208;22274;22684;24440;30293	1393;1394	77;262
P0AEB5	P0AEB5	1	1	1	Low conductance mechanosensitive channel YnaI	ynaI		1	1	1	1	1	1	1	2.6	2.6	2.6	38.754	343	343	0.0029851	2.3528	792.85	541.99	629.51	756.54	1039.7	794.51	851.31	836.42	836.62	797.88	749.63	513.22	647.94	764.3	1028.2	796.71	875.21	861.41	826.12	770.66	1	1	1	1	1	1	1	1	1	1	792.85	541.99	629.51	756.54	1039.7	794.51	851.31	836.42	836.62	797.88	749.63	513.22	647.94	764.3	1028.2	796.71	875.21	861.41	826.12	770.66	1	1	1	1	1	1	1	1	1	1	2.6	14236000	14236000	1				862	16302	True	18304	26362	29936	29936		
P0AEB7	P0AEB7	3	3	3	RutC family protein YoaB	yoaB		1	3	3	3	3	3	3	30.7	30.7	30.7	12.493	114	114	0	15.037	33984	52865	32798	39847	54701	37981	42754	41325	43748	41496	32153	49865	33340	41678	54050	38273	44120	42572	43124	40030	7	7	7	7	7	7	7	7	7	7	33984	52865	32798	39847	54701	37981	42754	41325	43748	41496	32153	49865	33340	41678	54050	38273	44120	42572	43124	40030	7	7	7	7	7	7	7	7	7	7	30.7	340520000	340520000	7				863	1994;11414;14414	True;True;True	2245;12885;12886;16200	3445;3446;18727;18728;23360;23361	3978;3979;3980;21354;21355;26576;26577	3979;21355;26576	1395	76
