Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides KUR1502	Razor + unique peptides KUR1502	Unique peptides KUR1502	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 KUR1502	Reporter intensity corrected 1 KUR1502	Reporter intensity corrected 2 KUR1502	Reporter intensity corrected 3 KUR1502	Reporter intensity corrected 4 KUR1502	Reporter intensity corrected 5 KUR1502	Reporter intensity corrected 6 KUR1502	Reporter intensity corrected 7 KUR1502	Reporter intensity corrected 8 KUR1502	Reporter intensity corrected 9 KUR1502	Reporter intensity 0 KUR1502	Reporter intensity 1 KUR1502	Reporter intensity 2 KUR1502	Reporter intensity 3 KUR1502	Reporter intensity 4 KUR1502	Reporter intensity 5 KUR1502	Reporter intensity 6 KUR1502	Reporter intensity 7 KUR1502	Reporter intensity 8 KUR1502	Reporter intensity 9 KUR1502	Reporter intensity count 0 KUR1502	Reporter intensity count 1 KUR1502	Reporter intensity count 2 KUR1502	Reporter intensity count 3 KUR1502	Reporter intensity count 4 KUR1502	Reporter intensity count 5 KUR1502	Reporter intensity count 6 KUR1502	Reporter intensity count 7 KUR1502	Reporter intensity count 8 KUR1502	Reporter intensity count 9 KUR1502	Sequence coverage KUR1502 [%]	Intensity	Intensity KUR1502	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P53657	P53657	2	1	1	Pyruvate kinase PKLR	Pklr		1	2	1	1	2	1	1	4.7	2.8	2.8	62.308	574	574	0.0033285	5.0325	0	0	0	0	0	74.13	0	0	0	0	0	0	0	0	0	74.13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	74.13	0	0	0	0	0	0	0	0	0	74.13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4.7	2286200	2286200	1				1140	10413;27300	False;True	11003;29113	15996;15997;15998;15999;41763	17238;17239;17240;17241;17242;17243;44777	17238;44777		
P53690	P53690	3	3	3	Matrix metalloproteinase-14	Mmp14		1	3	3	3	3	3	3	7.2	7.2	7.2	65.918	582	582	0	16.099	1650.8	0	4449.6	0	3357.7	1827.9	4855.4	0	5614.9	2295.4	1572.6	0	4309	0	3493.7	1732	4891.2	68.745	5508	2161.4	4	0	4	0	4	4	4	0	4	4	1650.8	0	4449.6	0	3357.7	1827.9	4855.4	0	5614.9	2295.4	1572.6	0	4309	0	3493.7	1732	4891.2	68.745	5508	2161.4	4	0	4	0	4	4	4	0	4	4	7.2	104940000	104940000	4				1141	11338;11806;12997	True;True;True	11976;12485;13775	17449;18157;18158;20032	18821;19574;19575;21643	18821;19575;21643	1192	468
P53702	P53702	5	5	5	Cytochrome c-type heme lyase	Hccs		1	5	5	5	5	5	5	19.9	19.9	19.9	30.977	272	272	0	41.922	2671.1	0	1167.2	0	712.67	3494.9	1245.2	0	1516.1	2487.3	2521.9	0	1257	0	756.52	3310.8	1247.6	57.227	1483.9	2340.5	3	0	3	0	3	4	4	0	4	3	2671.1	0	1167.2	0	712.67	3494.9	1245.2	0	1516.1	2487.3	2521.9	0	1257	0	756.52	3310.8	1247.6	57.227	1483.9	2340.5	3	0	3	0	3	4	4	0	4	3	19.9	34041000	34041000	6				1142	3098;10339;13700;15210;32953	True;True;True;True;True	3206;10926;14533;16167;35192	4736;15875;21126;23502;50748	5141;5142;17114;22810;25317;54329	5142;17114;22810;25317;54329		
P53810	P53810	12	12	11	Phosphatidylinositol transfer protein alpha isoform	Pitpna		1	12	12	11	12	12	11	36.2	36.2	32.8	31.893	271	271	0	82.405	31065	2383.8	24139	34.334	21401	35710	32061	0	37858	33542	29370	2238.3	24690	178.22	22035	33804	32282	1063.9	37109	31564	17	7	17	2	18	18	18	0	18	17	31065	2383.8	24139	34.334	21401	35710	32061	0	37858	33542	29370	2238.3	24690	178.22	22035	33804	32282	1063.9	37109	31564	17	7	17	2	18	18	18	0	18	17	36.2	823270000	823270000	18				1143	3064;4048;12940;16738;20054;22409;22859;28534;28535;31738;31739;31774	True;True;True;True;True;True;True;True;True;True;True;True	3172;4220;13713;17787;21309;21310;23920;24398;30443;30444;30445;30446;33882;33883;33919	4695;6247;19944;25704;30670;30671;34389;35020;35021;43750;43751;43752;43753;43754;48821;48822;48872	5098;6772;21543;27651;27652;32874;32875;36811;37509;37510;46891;46892;46893;46894;46895;52287;52288;52339	5098;6772;21543;27651;32875;36811;37509;46892;46895;52287;52288;52339	1193;1194;1195	75;104;241
P53811	P53811	12	11	11	Phosphatidylinositol transfer protein beta isoform	Pitpnb		1	12	11	11	12	11	11	53.9	50.6	50.6	31.487	271	271	0	74.182	18258	556.12	11384	59.499	9309.1	24943	10939	2.0297	14083	15726	17257	521.87	11830	123.25	9589.9	23600	11139	678.6	13763	14797	11	4	10	1	9	11	10	1	11	10	18258	556.12	11384	59.499	9309.1	24943	10939	2.0297	14083	15726	17257	521.87	11830	123.25	9589.9	23600	11139	678.6	13763	14797	11	4	10	1	9	11	10	1	11	10	53.9	185280000	185280000	12				1144	3064;19751;19998;20761;23836;25882;27498;28473;29301;31122;31528;31529	False;True;True;True;True;True;True;True;True;True;True;True	3172;20964;21232;21233;22125;25439;27601;29323;30379;31276;33228;33662;33663	4695;30172;30547;30548;31832;36521;39527;42106;43655;45023;47898;48531;48532	5098;32358;32747;32748;34082;39152;42356;45146;46788;48254;51303;51988;51989	5098;32358;32748;34082;39152;42356;45146;46788;48254;51303;51988;51989	1196	74
P53986	P53986	2	2	2	Monocarboxylate transporter 1	Slc16a1		1	2	2	2	2	2	2	6.7	6.7	6.7	53.267	493	493	0.00048996	9.1796	9076.2	0	6397.9	0	4218.1	11743	6263	72.529	7810.9	7754.8	8578.3	0	6573.5	58.745	4439.6	11110	6315.8	677.24	7641.4	7301.9	3	0	3	0	3	3	2	1	2	2	9076.2	0	6397.9	0	4218.1	11743	6263	72.529	7810.9	7754.8	8578.3	0	6573.5	58.745	4439.6	11110	6315.8	677.24	7641.4	7301.9	3	0	3	0	3	3	2	1	2	2	6.7	53224000	53224000	4				1145	270;24319	True;True	261;25943	331;332;37179;37180	357;358;39859;39860	358;39859		
P53994;P59279	P53994;P59279	10;5	10;5	9;5	Ras-related protein Rab-2A;Ras-related protein Rab-2B	Rab2a;Rab2b	;	2	10	10	9	9	9	9	59.9	59.9	56.6	23.547	212	212;216	0	133.02	54362	1126.8	41380	113.64	35867	69292	48981	46.975	58162	50609	51391	1058.7	42371	575.79	36909	65575	49472	2570.5	56995	47637	20	4	21	1	20	21	21	2	21	20	54362	1126.8	41380	113.64	35867	69292	48981	46.975	58162	50609	51391	1058.7	42371	575.79	36909	65575	49472	2570.5	56995	47637	20	4	21	1	20	21	21	2	21	20	56.6	1364300000	1364300000	22				1146	3087;5462;6775;10107;14343;18377;22636;24280;26737;32301	True;True;True;True;True;True;True;True;True;True	5739;7116;7117;10676;15239;19524;24165;25902;28518;34487	8457;8458;10424;10425;10426;10427;15499;22146;22147;22148;22149;28136;28137;34715;37119;40856;40857;40858;40859;49724;49725	9148;9149;11237;11238;11239;11240;16699;23874;23875;23876;23877;30211;30212;37177;39796;43807;43808;43809;43810;43811;53239;53240	9149;11237;16699;23877;30211;37177;39796;43809;53239	1197	146
P53995	P53995	1	1	1	Anaphase-promoting complex subunit 1	Anapc1		1	1	1	1	1	1	1	0.6	0.6	0.6	215.99	1944	1944	0.0011356	7.4779	277.86	0	189.02	0	99.778	233.33	0	0	79.687	199.26	262.6	0	194.16	0	105.19	220.91	0	0	75.248	187.63	1	0	1	0	1	1	0	0	1	1	277.86	0	189.02	0	99.778	233.33	0	0	79.687	199.26	262.6	0	194.16	0	105.19	220.91	0	0	75.248	187.63	1	0	1	0	1	1	0	0	1	1	0.6	4167800	4167800	1				1147	29419	True	31400	45200	48436	48436		
P53996	P53996	5	5	5	Cellular nucleic acid-binding protein	Cnbp		1	5	5	5	5	5	5	35.4	35.4	35.4	19.592	178	178	0	61.565	27065	2417.7	10391	4.793	5010.8	41282	8712.9	57.492	10106	18340	25548	2269.6	11352	587.11	5451.5	39047	8729.3	1860.5	9912.7	17264	9	4	7	1	6	9	6	2	6	7	27065	2417.7	10391	4.793	5010.8	41282	8712.9	57.492	10106	18340	25548	2269.6	11352	587.11	5451.5	39047	8729.3	1860.5	9912.7	17264	9	4	7	1	6	9	6	2	6	7	35.4	643710000	643710000	9				1148	3350;3856;4019;6175;10707	True;True;True;True;True	3479;4015;4187;6486;11310	5151;5894;5895;6200;9578;16482;16483	5589;5590;6382;6383;6721;10343;17756;17757;17758	5590;6382;6721;10343;17756		
P54071	P54071	16	15	15	Isocitrate dehydrogenase [NADP], mitochondrial	Idh2		1	16	15	15	16	15	15	35.2	35.2	35.2	50.906	452	452	0	163.26	64723	955.53	40982	36.789	34950	79941	41042	341.17	48636	56180	61160	897.1	42557	656.44	35899	75658	41693	3456.4	47665	52889	27	3	25	1	24	26	25	3	24	25	64723	955.53	40982	36.789	34950	79941	41042	341.17	48636	56180	61160	897.1	42557	656.44	35899	75658	41693	3456.4	47665	52889	27	3	25	1	24	26	25	3	24	25	35.2	1415100000	1415100000	28				1149	2603;3205;3206;4532;4708;5251;8640;17144;17991;21006;21007;25980;27378;29048;32066;32067	True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True	2697;3324;3325;4733;4915;5513;9108;18215;19115;22383;22384;27700;29195;31006;31007;34229;34230	3961;4915;4916;6956;7208;8126;8127;8128;13278;26316;26317;27585;27586;27587;32201;32202;39669;39670;39671;39672;41896;44646;44647;44648;44649;44650;49326;49327	4299;5333;5334;5335;7532;7799;8789;8790;8791;14323;28294;28295;29643;29644;29645;34478;34479;42510;42511;42512;42513;44926;47845;47846;47847;47848;47849;52824;52825	4299;5333;5335;7532;7799;8790;14323;28294;29643;34478;34479;42511;44926;47848;52824;52825	1198;1199	293;411
P54103	P54103	6	6	6	DnaJ homolog subfamily C member 2;DnaJ homolog subfamily C member 2, N-terminally processed	Dnajc2		1	6	6	6	6	6	6	11.8	11.8	11.8	71.721	621	621	0	26.402	8082.2	307.79	3875.2	0	3377.3	9980.9	3712.1	0	4209.7	6272.5	7632	289	4138.5	0	3453.9	9442.4	3776.2	194.06	4126.6	5900.5	6	3	6	0	5	6	6	0	5	6	8082.2	307.79	3875.2	0	3377.3	9980.9	3712.1	0	4209.7	6272.5	7632	289	4138.5	0	3453.9	9442.4	3776.2	194.06	4126.6	5900.5	6	3	6	0	5	6	6	0	5	6	11.8	87272000	87272000	6				1150	903;2937;6530;21522;27789;31480	True;True;True;True;True;True	898;3039;6858;22967;29631;33611	1259;4504;10067;33054;42544;48434	1371;4896;10858;35383;45611;51874	1371;4896;10858;35383;45611;51874		
P54116	P54116	7	7	7	Erythrocyte band 7 integral membrane protein	Stom		1	7	7	7	7	7	7	36.6	36.6	36.6	31.375	284	284	0	176.85	17390	278.44	22875	0	17325	23678	22438	0	25279	16773	16476	261.45	22655	0	17984	22418	22672	542.82	24822	15787	16	3	15	0	16	17	16	0	16	15	17390	278.44	22875	0	17325	23678	22438	0	25279	16773	16476	261.45	22655	0	17984	22418	22672	542.82	24822	15787	16	3	15	0	16	17	16	0	16	15	36.6	637360000	637360000	18				1151	1926;6088;21693;27468;29692;30575;32502	True;True;True;True;True;True;True	1970;6391;6392;23150;29292;31692;32647;34701	2890;9431;9432;9433;9434;9435;9436;33304;33305;42055;45624;47020;47021;47022;50026;50027	3139;10183;10184;10185;10186;10187;10188;35648;35649;45092;45093;48896;48897;50373;50374;50375;53558;53559	3139;10185;35649;45093;48896;50374;53559	1200;1201;1202	239;275;280
P54227;P55821	P54227	4;1	4;1	4;1	Stathmin	Stmn1		2	4	4	4	4	4	4	29.5	29.5	29.5	17.274	149	149;179	0	22.527	40592	2370.8	18766	305.21	14626	42624	15900	1394	18284	33637	38329	2227.9	20103	802.1	15101	40376	16189	3428.5	17940	31696	8	5	8	1	7	8	8	1	8	8	40592	2370.8	18766	305.21	14626	42624	15900	1394	18284	33637	38329	2227.9	20103	802.1	15101	40376	16189	3428.5	17940	31696	8	5	8	1	7	8	8	1	8	8	29.5	631810000	631810000	8				1152	2416;2508;4953;25106	True;True;True;True	2508;2598;5172;26778	3695;3696;3697;3827;7560;7561;7562;38358	4020;4021;4022;4161;8167;8168;8169;41123	4020;4161;8167;41123		
P54276	P54276	12	12	12	DNA mismatch repair protein Msh6	Msh6		1	12	12	12	12	12	12	10.5	10.5	10.5	151.08	1358	1358	0	54.205	15900	2076.7	8475.3	0	6347.9	20246	6190	0	7555.3	11688	15017	1949.7	8930.9	92.808	6547.9	19154	6335.7	217.67	7396.9	11002	14	3	14	0	12	15	12	0	12	14	15900	2076.7	8475.3	0	6347.9	20246	6190	0	7555.3	11688	15017	1949.7	8930.9	92.808	6547.9	19154	6335.7	217.67	7396.9	11002	14	3	14	0	12	15	12	0	12	14	10.5	170220000	170220000	15				1153	1346;7591;8195;9705;10756;12033;16002;21250;23614;29690;31301;31448	True;True;True;True;True;True;True;True;True;True;True;True	1369;7992;8630;10251;11362;12726;17013;22655;25208;31689;33424;33578	1993;11678;11679;12563;14861;16547;18490;18491;24615;32587;36203;45620;48186;48187;48393	2174;12587;12588;13557;16009;17829;19932;19933;26503;34878;38802;48892;51611;51612;51833	2174;12588;13557;16009;17829;19932;26503;34878;38802;48892;51612;51833		
P54310	P54310	2	2	2	Hormone-sensitive lipase	Lipe		1	2	2	2	2	2	2	4.7	4.7	4.7	83.347	759	759	0.00050063	9.7993	1993.7	370.98	1641.2	0	1413.4	2560.1	1636.7	0	2229.1	2092.5	1885.2	348.34	1670.5	0	1451.4	2422.9	1671.5	40.695	2174.3	1968.8	2	1	2	0	2	2	2	0	2	2	1993.7	370.98	1641.2	0	1413.4	2560.1	1636.7	0	2229.1	2092.5	1885.2	348.34	1670.5	0	1451.4	2422.9	1671.5	40.695	2174.3	1968.8	2	1	2	0	2	2	2	0	2	2	4.7	13994000	13994000	2				1154	3820;31049	True;True	3975;33150	5834;47773	6316;51171	6316;51171		
P54726	P54726	5	3	2	UV excision repair protein RAD23 homolog A	Rad23a		1	5	3	2	4	2	2	19.3	14.6	12.7	39.706	363	363	0	14.835	3882.9	0	2201.5	0	2015	5417.6	3109.1	0	3156.6	3776.3	3667.9	0	2313.2	0	2071.3	5127.4	3113.6	304.03	3112.6	3555.4	1	0	1	0	1	1	1	0	1	1	3882.9	0	2201.5	0	2015	5417.6	3109.1	0	3156.6	3776.3	3667.9	0	2313.2	0	2071.3	5127.4	3113.6	304.03	3112.6	3555.4	1	0	1	0	1	1	1	0	1	1	17.4	25755000	25755000	3				1155	3002;3900;6236;14094;27723	True;False;True;True;False	4063;6549;14958;29560	5969;9659;21738;42440	6460;10428;10429;23453;45502	6460;10429;23453;45502		
P54728	P54728	8	8	6	UV excision repair protein RAD23 homolog B	Rad23b		1	8	8	6	8	8	6	17.1	17.1	15.1	43.512	416	416	0	42.567	33564	1859.5	21046	0	15603	42800	22608	247.85	24452	30373	31713	1745.9	21858	363.17	16256	40501	22718	2226.1	24049	28595	9	3	10	0	10	10	9	3	9	9	33564	1859.5	21046	0	15603	42800	22608	247.85	24452	30373	31713	1745.9	21858	363.17	16256	40501	22718	2226.1	24049	28595	9	3	10	0	10	10	9	3	9	9	17.1	480690000	480690000	10				1156	2836;3900;7839;11129;13245;14093;21566;27723	True;True;True;True;True;True;True;True	2931;2932;4063;8252;11760;14041;14957;23014;29560	4316;4317;4318;5969;12023;17146;20408;21737;33110;42440	4684;4685;4686;6460;12954;18497;22047;23452;35445;45502	4685;6460;12954;18497;22047;23452;35445;45502	1203	227
P54729	P54729	9	9	9	NEDD8 ultimate buster 1	Nub1		1	9	9	9	9	9	9	21	21	21	70.306	614	614	0	64.494	8938.9	546.08	5090.2	31.852	4501.6	12839	7094.5	0	8894.5	9402.8	8444	512.75	5335.3	52.676	4641.1	12154	7139.4	418.14	8699.8	8858.2	9	1	8	1	8	10	8	0	10	11	8938.9	546.08	5090.2	31.852	4501.6	12839	7094.5	0	8894.5	9402.8	8444	512.75	5335.3	52.676	4641.1	12154	7139.4	418.14	8699.8	8858.2	9	1	8	1	8	10	8	0	10	11	21	171400000	171400000	12				1157	739;1984;3645;11214;16535;19463;25201;28343;30105	True;True;True;True;True;True;True;True;True	740;2053;3790;11846;17575;20668;26877;30242;32131;32132	1052;1053;3042;5589;5590;17268;25414;29755;38492;43434;46274;46275	1146;1147;3306;6054;6055;18624;27348;31919;41263;46547;49592;49593	1147;3306;6055;18624;27348;31919;41263;46547;49593	1204;1205;1206	203;210;472
P54731	P54731	6	6	6	FAS-associated factor 1	Faf1		1	6	6	6	6	6	6	13.4	13.4	13.4	73.862	649	649	0	34.628	7581.2	448.95	4686.4	0	3827.7	10159	4130.8	0	5509.2	6517.1	7162.9	421.55	4875.3	0	3939.7	9612.3	4232.2	251.57	5374.4	6132.4	5	2	5	0	5	5	6	0	5	5	7581.2	448.95	4686.4	0	3827.7	10159	4130.8	0	5509.2	6517.1	7162.9	421.55	4875.3	0	3939.7	9612.3	4232.2	251.57	5374.4	6132.4	5	2	5	0	5	5	6	0	5	5	13.4	94088000	94088000	7				1158	8518;12856;17830;21948;22691;27179	True;True;True;True;True;True	8978;13622;18933;23429;24225;28984	13074;13075;19803;27327;33699;34799;41557	14107;14108;21391;29370;36071;37269;44556	14108;21391;29370;36071;37269;44556	1207	248
P54751	P54751	1	1	1	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	St3gal1		1	1	1	1	1	1	1	4.7	4.7	4.7	39.072	337	337	0.0030601	6.3067	0	0	60.915	0	0	0	0	0	0	0	0	0	60.915	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60.915	0	0	0	0	0	0	0	0	0	60.915	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4.7	4141100	4141100	1				1159	5411	True	5685	8367	9046	9046		
P54775	P54775	12	12	12	26S protease regulatory subunit 6B	Psmc4		1	12	12	12	12	12	12	32.1	32.1	32.1	47.408	418	418	0	185.53	59914	5681.4	43369	157.8	32463	83504	40531	566.18	53973	54522	56632	5334.6	44496	858.39	33694	79027	41208	4339.4	52682	51335	18	4	17	2	18	20	15	5	17	18	59914	5681.4	43369	157.8	32463	83504	40531	566.18	53973	54522	56632	5334.6	44496	858.39	33694	79027	41208	4339.4	52682	51335	18	4	17	2	18	20	15	5	17	18	32.1	705680000	705680000	22				1160	6122;6496;12174;13342;14333;14507;15097;15297;17202;19774;20200;31079	True;True;True;True;True;True;True;True;True;True;True;True	6430;6822;12876;12877;14145;15229;15417;15418;16047;16261;18276;20982;21487;33183	9499;10021;18710;18711;18712;18713;20565;22131;22400;22401;22402;22403;22404;23332;23624;26406;26407;30201;30915;30916;30917;47825	10255;10811;20165;20166;20167;20168;22213;23858;24135;24136;24137;24138;24139;25140;25446;28396;28397;32388;33127;33128;33129;51226	10255;10811;20167;22213;23858;24138;25140;25446;28396;32388;33128;51226	1208;1209;1210	1;204;384
P54818	P54818	4	4	4	Galactocerebrosidase	Galc		1	4	4	4	4	4	4	7.7	7.7	7.7	77.256	684	684	0	15.91	3334.3	88.783	1931.4	0	1616	4574.9	2748.5	0	3153.9	3114.7	3149.8	83.365	2023.7	0	1674.9	4329.6	2754.5	123.53	3094.8	2932.1	4	1	4	0	4	4	4	0	4	4	3334.3	88.783	1931.4	0	1616	4574.9	2748.5	0	3153.9	3114.7	3149.8	83.365	2023.7	0	1674.9	4329.6	2754.5	123.53	3094.8	2932.1	4	1	4	0	4	4	4	0	4	4	7.7	60827000	60827000	4				1161	6448;12346;17882;31042	True;True;True;True	6773;13060;18987;33143	9957;18993;27395;47765	10746;20471;29441;51163	10746;20471;29441;51163		
P54822	P54822	11	11	11	Adenylosuccinate lyase	Adsl		1	11	11	11	11	11	11	34.3	34.3	34.3	54.866	484	484	0	113.51	19578	167.03	8570.4	0	6974.2	24588	8272.5	72.992	11000	14709	18484	156.84	9241.2	53.573	7168.2	23263	8409.9	853.3	10735	13848	18	3	18	0	15	18	15	3	18	18	19578	167.03	8570.4	0	6974.2	24588	8272.5	72.992	11000	14709	18484	156.84	9241.2	53.573	7168.2	23263	8409.9	853.3	10735	13848	18	3	18	0	15	18	15	3	18	18	34.3	362920000	362920000	19				1162	131;437;875;7512;12045;12727;20527;22384;23222;25610;30196	True;True;True;True;True;True;True;True;True;True;True	122;426;869;7890;12739;13476;13477;21873;23895;24792;27313;32230	155;574;1223;11539;18509;19578;19579;19580;19581;31474;34356;35611;35612;39116;39117;46417	169;630;1333;12442;19952;21117;21118;21119;21120;33706;36776;36777;38157;38158;38159;41916;41917;41918;49739	169;630;1333;12442;19952;21117;33706;36777;38159;41916;49739	1211;1212	312;316
P54823	P54823	12	12	12	Probable ATP-dependent RNA helicase DDX6	Ddx6		1	12	12	12	12	12	12	32.3	32.3	32.3	54.191	483	483	0	90.593	24572	2051.1	13748	2.5309	10791	30994	12630	8.9286	14941	21911	23211	1925.4	14433	160.5	11150	29325	12832	786.26	14645	20618	14	7	14	1	13	13	13	1	13	13	24572	2051.1	13748	2.5309	10791	30994	12630	8.9286	14941	21911	23211	1925.4	14433	160.5	11150	29325	12832	786.26	14645	20618	14	7	14	1	13	13	13	1	13	13	32.3	531250000	531250000	15				1163	2352;5096;11496;12237;15904;16225;21307;22694;24736;25514;26996;29652	True;True;True;True;True;True;True;True;True;True;True;True	2443;5340;12152;12946;16908;17248;22719;24228;26382;27201;28789;31649	3588;7846;17684;18813;24459;24969;32693;34803;34804;37773;38946;38947;41270;41271;45559	3905;8485;19066;20278;26338;26887;34993;37274;37275;40485;41740;41741;44260;44261;48822	3905;8485;19066;20278;26338;26887;34993;37274;40485;41740;44260;48822		
P54923	P54923	8	8	8	[Protein ADP-ribosylarginine] hydrolase	Adprh		1	8	8	8	8	8	8	27.6	27.6	27.6	40.068	362	362	0	72.68	22932	89.994	19790	0	15453	27334	21571	228.44	27813	19873	21688	84.502	20062	131.58	16026	25870	21830	1215.8	27182	18709	9	1	9	0	8	9	8	2	10	9	22932	89.994	19790	0	15453	27334	21571	228.44	27813	19873	21688	84.502	20062	131.58	16026	25870	21830	1215.8	27182	18709	9	1	9	0	8	9	8	2	10	9	27.6	292330000	292330000	13				1164	4329;7620;11329;12192;15803;19511;30652;32338	True;True;True;True;True;True;True;True	4514;4515;8022;11966;12900;16802;20718;32729;32730;34524	6658;6659;11720;17433;18744;24318;24319;29824;47136;47137;47138;49784	7210;7211;12631;18803;20200;26193;26194;31992;50495;50496;50497;50498;53305	7211;12631;18803;20200;26193;31992;50498;53305	1213;1214	45;64
P54987	P54987	16	16	16	Cis-aconitate decarboxylase	Irg1		1	16	16	16	16	16	16	42.2	42.2	42.2	53.758	488	488	0	121.11	37646	1600.1	178450	106.49	123510	41006	132360	487.1	180570	39876	36147	1503	170940	211.1	128750	38842	135620	1888.4	176120	37556	28	4	30	1	31	28	31	2	30	30	37646	1600.1	178450	106.49	123510	41006	132360	487.1	180570	39876	36147	1503	170940	211.1	128750	38842	135620	1888.4	176120	37556	28	4	30	1	31	28	31	2	30	30	42.2	3642000000	3642000000	31				1165	1615;5531;9299;11624;12590;12875;14273;14991;14992;16400;17665;18746;24422;24684;26454;30361	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1654;5809;9812;12290;13327;13328;13641;15165;15936;15937;17438;18758;19912;19913;26050;26325;28206;28207;32422	2425;8550;8551;8552;14265;14266;17899;19386;19387;19388;19829;22037;22038;23180;23181;25234;25235;27072;28659;28660;28661;28662;37330;37331;37696;37697;40428;40429;40430;46694	2638;2639;9243;9244;9245;15378;15379;19294;20907;20908;20909;21418;23763;23764;24981;24982;27162;27163;29098;30758;30759;30760;30761;40015;40016;40399;40400;43341;43342;43343;50036	2638;9244;15379;19294;20909;21418;23764;24981;24982;27162;29098;30760;40015;40400;43341;50036	1215;1216;1217;1218	13;219;226;474
P55002	P55002	1	1	1	Microfibrillar-associated protein 2	Mfap2		1	1	1	1	1	1	1	10.4	10.4	10.4	20.578	183	183	0.0030926	6.7894	534.36	0	662.35	0	728.47	541.49	675.88	0	1280.1	406.85	506.12	0	660.3	0	735.18	512.57	707.06	0	1237.4	383.1	1	0	1	0	1	1	1	0	1	1	534.36	0	662.35	0	728.47	541.49	675.88	0	1280.1	406.85	506.12	0	660.3	0	735.18	512.57	707.06	0	1237.4	383.1	1	0	1	0	1	1	1	0	1	1	10.4	7512900	7512900	1				1166	3382	True	3515	5197	5638	5638	1219	163
P55096	P55096	2	2	2	ATP-binding cassette sub-family D member 3	Abcd3		1	2	2	2	2	2	2	4.4	4.4	4.4	75.474	659	659	0.00052896	11.292	1290.7	0	1220.1	0	734.71	1538.6	1161.6	0	1369	1277.1	1220.8	0	1227.5	0	775.49	1456	1165.3	48.534	1342	1201.4	1	0	2	0	1	2	1	0	2	1	1290.7	0	1220.1	0	734.71	1538.6	1161.6	0	1369	1277.1	1220.8	0	1227.5	0	775.49	1456	1165.3	48.534	1342	1201.4	1	0	2	0	1	2	1	0	2	1	4.4	36537000	36537000	2				1167	8503;24728	True;True	8962;26371	13055;37759	14088;40468	14088;40468		
P55194	P55194	11	11	11	SH3 domain-binding protein 1	Sh3bp1		1	11	11	11	11	11	11	19.6	19.6	19.6	65.284	601	601	0	138.66	25941	768.09	15035	0	11848	32674	19145	15.109	22854	24951	24506	721.11	15735	87.35	12301	30923	19245	1113	22388	23487	16	5	15	0	14	15	16	1	15	16	25941	768.09	15035	0	11848	32674	19145	15.109	22854	24951	24506	721.11	15735	87.35	12301	30923	19245	1113	22388	23487	16	5	15	0	14	15	16	1	15	16	19.6	496640000	496640000	17				1168	7362;9231;15637;15829;15830;16375;18202;18578;19263;23903;25460	True;True;True;True;True;True;True;True;True;True;True	7734;7735;9740;16631;16829;16830;17409;19342;19737;20456;25507;25508;27145	11333;11334;14167;14168;24111;24351;24352;25197;27910;27911;28435;28436;29443;36606;36607;38870;38871	12218;12219;15276;15277;25971;26227;26228;27122;29977;29978;30522;30523;31595;39240;39241;41659;41660	12218;15277;25971;26227;26228;27122;29978;30522;31595;39241;41659	1220;1221;1222	281;290;559
