Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides MS2	Razor + unique peptides MS2	Unique peptides MS2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 MS2	Reporter intensity corrected 1 MS2	Reporter intensity corrected 2 MS2	Reporter intensity corrected 3 MS2	Reporter intensity corrected 4 MS2	Reporter intensity corrected 5 MS2	Reporter intensity corrected 6 MS2	Reporter intensity corrected 7 MS2	Reporter intensity corrected 8 MS2	Reporter intensity corrected 9 MS2	Reporter intensity 0 MS2	Reporter intensity 1 MS2	Reporter intensity 2 MS2	Reporter intensity 3 MS2	Reporter intensity 4 MS2	Reporter intensity 5 MS2	Reporter intensity 6 MS2	Reporter intensity 7 MS2	Reporter intensity 8 MS2	Reporter intensity 9 MS2	Reporter intensity count 0 MS2	Reporter intensity count 1 MS2	Reporter intensity count 2 MS2	Reporter intensity count 3 MS2	Reporter intensity count 4 MS2	Reporter intensity count 5 MS2	Reporter intensity count 6 MS2	Reporter intensity count 7 MS2	Reporter intensity count 8 MS2	Reporter intensity count 9 MS2	Sequence coverage MS2 [%]	Intensity	Intensity MS2	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P12281	P12281	11	11	11	Molybdopterin molybdenumtransferase	moeA		1	11	11	11	11	11	11	39.2	39.2	39.2	44.067	411	411	0	198.17	50526	50872	45541	51663	55633	47767	55127	52244	50315	52289	47791	48062	46266	52935	55849	48208	56007	53807	49850	50446	19	19	19	19	19	19	19	19	19	19	50526	50872	45541	51663	55633	47767	55127	52244	50315	52289	47791	48062	46266	52935	55849	48208	56007	53807	49850	50446	19	19	19	19	19	19	19	19	19	19	39.2	2522400000	2522400000	21				1152	2855;9340;10571;10658;12390;15917;16173;16593;18147;19019;20482	True;True;True;True;True;True;True;True;True;True;True	3240;10518;10519;11872;11967;13881;18209;18492;18949;20717;21691;23352	5075;5076;15800;15801;15802;17689;17814;20402;26978;27405;28060;30762;32166;32167;34588	6484;6485;19961;19962;19963;22278;22279;22430;25587;25588;33829;34338;35147;35148;35149;38506;40212;40213;40214;43196;43197	6484;19961;22279;22430;25588;33829;34338;35147;38506;40213;43197	2275	58
P12282	P12282	5	5	5	Molybdopterin-synthase adenylyltransferase	moeB		1	5	5	5	5	5	5	21.3	21.3	21.3	26.719	249	249	0	37.99	5445.6	7308.6	5556.1	6050.3	8376.2	5602.7	6459.6	6421.6	6343.6	6581	5153.4	6897	5619.2	6281.8	8306.5	5658.5	6664.2	6607.8	6264.2	6345.4	4	4	4	4	4	4	4	4	4	4	5445.6	7308.6	5556.1	6050.3	8376.2	5602.7	6459.6	6421.6	6343.6	6581	5153.4	6897	5619.2	6281.8	8306.5	5658.5	6664.2	6607.8	6264.2	6345.4	4	4	4	4	4	4	4	4	4	4	21.3	83010000	83010000	5				1153	577;14205;14259;15594;20179	True;True;True;True;True	649;16288;16347;17844;23018	1011;24284;24366;26443;34097	1287;30438;30531;33111;42601	1287;30438;30531;33111;42601	2276	9
P12295	P12295	9	9	9	Uracil-DNA glycosylase	ung		1	9	9	9	9	9	9	46.3	46.3	46.3	25.693	229	229	0	94.853	15937	16145	13968	17579	18843	14747	16929	17152	15110	16923	15073	15260	14234	17916	18805	14970	17274	17622	14986	16332	7	7	7	7	7	7	7	7	7	7	15937	16145	13968	17579	18843	14747	16929	17152	15110	16923	15073	15260	14234	17916	18805	14970	17274	17622	14986	16332	7	7	7	7	7	7	7	7	7	7	46.3	495010000	495010000	9				1154	1605;1698;3786;4543;6395;6954;15485;15535;19698	True;True;True;True;True;True;True;True;True	1846;1954;4285;5123;7209;7837;17722;17775;22452	2904;3043;6640;7917;10883;11778;26270;26346;33306	3723;3887;8401;10004;13719;14852;32906;32999;41666	3723;3887;8401;10004;13719;14852;32906;32999;41666		
P12758	P12758	10	10	10	Uridine phosphorylase	udp		1	10	10	10	10	10	10	60.9	60.9	60.9	27.159	253	253	0	275.64	116370	140460	104240	130910	155730	106470	136740	136190	127110	108810	110070	132630	106260	134600	154720	108380	139830	138740	125830	105610	19	20	20	20	20	19	20	20	20	20	116370	140460	104240	130910	155730	106470	136740	136190	127110	108810	110070	132630	106260	134600	154720	108380	139830	138740	125830	105610	19	20	20	20	20	19	20	20	20	20	60.9	4014800000	4014800000	29				1155	886;8636;9163;9975;10879;13715;16496;16814;18587;21086	True;True;True;True;True;True;True;True;True;True	1004;9724;9725;10315;11227;12207;15730;18838;19199;21224;21225;24026	1555;1556;14677;14678;14679;14680;14681;14682;15518;15519;16784;18158;18159;23456;27901;27902;28451;28452;31483;31484;31485;31486;31487;35549	1983;1984;1985;1986;18555;18556;18557;18558;18559;18560;19622;19623;21184;21185;22832;22833;29414;29415;34954;34955;35633;35634;39376;39377;39378;39379;39380;44428;44429	1986;18560;19622;21184;22833;29414;34954;35634;39380;44428	2277;2278	38;234
P12994	P12994	5	5	5	UPF0098 protein YbhB	ybhB		1	5	5	5	5	5	5	32.3	32.3	32.3	17.085	158	158	0	35.637	53069	61881	49698	55312	68081	49371	58876	56710	55771	51020	50204	58419	50445	57098	67871	49940	60288	58137	55161	49354	7	7	7	7	7	7	7	7	7	7	53069	61881	49698	55312	68081	49371	58876	56710	55771	51020	50204	58419	50445	57098	67871	49940	60288	58137	55161	49354	7	7	7	7	7	7	7	7	7	7	32.3	445500000	445500000	9				1156	3027;11606;18065;18066;19890	True;True;True;True;True	3425;12995;20624;20625;22664;22665	5337;5338;19220;30633;30634;33587;33588	6790;6791;24148;24149;38346;38347;38348;42000;42001	6791;24149;38346;38348;42000	2279	87
P13009	P13009	33	33	33	Methionine synthase	metH		1	33	33	33	33	33	33	29	29	29	136	1227	1227	0	323.31	65827	77802	61443	74130	86136	65649	80541	76428	74766	67380	62273	73476	62413	76202	85869	66444	82094	78275	74017	65215	31	31	31	31	31	31	31	31	31	31	65827	77802	61443	74130	86136	65649	80541	76428	74766	67380	62273	73476	62413	76202	85869	66444	82094	78275	74017	65215	31	31	31	31	31	31	31	31	31	31	29	1292600000	1292600000	40				1157	322;2081;2772;3608;4529;5121;5692;6148;7305;7321;7548;8987;9353;10326;10586;11144;11414;11723;11967;13541;14500;15024;15737;16036;17671;17720;18348;18532;18799;20775;21541;21633;21699	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	361;2376;3151;4076;5107;5798;6427;6924;8215;8232;8511;8512;10113;10534;11607;11889;12494;12782;13119;13423;15496;16609;17187;18007;18342;20180;20231;20941;21167;21447;23680;24548;24647;24720	609;3679;4930;6322;7900;8894;9797;10480;12333;12371;12779;12780;15205;15819;17331;17715;17716;18538;18931;19389;19811;23033;24731;25510;26676;27193;27194;29986;30067;30068;31053;31395;31828;35039;36294;36442;36538	787;4689;4690;6298;8010;9985;11253;12365;13243;15562;15563;15609;16118;16119;19212;19982;21855;22307;22308;23300;23776;24346;24863;28863;30982;31966;33409;34092;34093;37546;37644;37645;38860;39278;39784;43763;43764;45355;45531;45652	787;4689;6298;8010;9985;11253;12365;13243;15563;15609;16118;19212;19982;21855;22307;23300;23776;24346;24863;28863;30982;31966;33409;34093;37546;37645;38860;39278;39784;43764;45355;45531;45652	2280;2281	459;1209
P13016	P13016	1	1	1	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	ampD		1	1	1	1	1	1	1	6	6	6	20.536	183	183	0.0047529	10.226	14378	18370	13473	15627	19343	14233	16072	17266	15896	14299	13602	17338	13684	16190	19237	14394	16512	17632	15692	13864	2	2	2	2	2	2	2	2	2	2	14378	18370	13473	15627	19343	14233	16072	17266	15896	14299	13602	17338	13684	16190	19237	14394	16512	17632	15692	13864	2	2	2	2	2	2	2	2	2	2	6	25804000	25804000	2				1158	1324	True	1492	2328	2950;2951	2951		
P13024	P13024	14	14	14	Protein FdhE	fdhE		1	14	14	14	14	14	14	58.9	58.9	58.9	34.746	309	309	0	197.59	54152	61988	50737	57167	67300	52769	60286	58898	58662	51870	51229	58530	51475	58913	67218	53263	61658	60405	57950	50205	15	16	16	15	16	16	16	16	16	16	54152	61988	50737	57167	67300	52769	60286	58898	58662	51870	51229	58530	51475	58913	67218	53263	61658	60405	57950	50205	15	16	16	15	16	16	16	16	16	16	58.9	743270000	743270000	20				1159	615;646;2582;4104;4763;5675;9280;9281;11487;13016;15709;17288;17591;21360	True;True;True;True;True;True;True;True;True;True;True;True;True;True	693;729;2938;4638;5363;6408;10455;10456;12864;14641;14642;17975;19745;20090;24332	1076;1141;4583;7182;8269;9769;15716;15717;19036;21555;21556;21557;21558;21559;26624;29285;29859;35982	1368;1369;1447;5859;9073;10463;12327;19862;19863;23905;26997;26998;26999;27000;27001;27002;33339;36642;37383;44967	1368;1447;5859;9073;10463;12327;19862;19863;23905;26999;33339;36642;37383;44967	2282;2283;2284	75;196;289
P13029	P13029	37	37	37	Catalase-peroxidase	katG		1	37	37	37	37	37	37	56.7	56.7	56.7	80.023	726	726	0	323.31	409310	439130	387140	402100	476330	365630	429670	431030	417630	399910	387230	414620	392110	414530	477440	369690	439280	441870	412590	386530	79	79	79	80	80	80	80	80	80	80	409310	439130	387140	402100	476330	365630	429670	431030	417630	399910	387230	414620	392110	414530	477440	369690	439280	441870	412590	386530	79	79	79	80	80	80	80	80	80	80	56.7	45548000000	45548000000	98				1160	257;428;1426;1848;2034;2052;2161;2559;3005;3620;3877;3894;4241;5732;5809;6147;8458;10391;10674;10675;10991;10999;13889;14886;16010;16055;17100;17101;17133;17391;17909;19188;19527;19816;20008;21132;21286	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	292;476;1609;2119;2120;2321;2339;2340;2470;2911;3399;4089;4388;4407;4790;6467;6550;6923;9527;11680;11984;11985;11986;12333;12342;15919;17030;17031;18312;18361;19535;19536;19573;19860;19861;20442;21883;22263;22584;22811;22812;24079;24250	485;486;487;779;780;2497;2498;3275;3276;3277;3278;3279;3581;3606;3607;3608;3852;3853;4539;4540;4541;4542;4543;4544;5295;6337;6812;6842;6843;7423;7424;9847;9848;9962;10479;14337;17431;17836;17837;17838;17839;17840;17841;18333;18343;18344;23735;25269;25270;25271;27151;27152;27153;27222;28958;28959;29031;29032;29489;29490;29491;29492;29493;30382;32461;32462;32463;33013;33014;33481;33806;33807;35618;35863	626;627;628;1005;1006;1007;3161;3162;3163;3164;4175;4176;4177;4178;4179;4180;4181;4552;4584;4585;4586;4914;4915;4916;4917;5802;5803;5804;5805;5806;5807;6740;8026;8027;8609;8655;8656;8657;8658;9367;9368;9369;12427;12428;12583;12584;13242;18094;18095;18096;21969;22456;22457;22458;22459;22460;22461;22462;23043;23054;23055;29767;31662;31663;31664;34043;34044;34045;34123;34124;36248;36249;36250;36251;36252;36346;36347;36901;36902;36903;36904;36905;36906;36907;38036;40581;40582;40583;41277;41278;41874;41875;42257;42258;44510;44511;44811;44812	628;1006;3161;4176;4552;4584;4915;5802;6740;8027;8609;8656;9367;12427;12584;13242;18094;21969;22460;22462;23043;23054;29767;31662;34044;34123;36248;36249;36346;36903;38036;40583;41278;41874;42257;44511;44811	2285;2286;2287;2288;2289;2290;2291;2292;2293	252;254;373;495;568;609;616;649;718
P13033	P13033	11	11	11	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	glpB		1	11	11	11	11	11	11	25.1	25.1	25.1	45.357	419	419	0	129.15	103120	113240	91298	112810	121650	100150	111840	113850	104870	116110	97533	106980	92965	115650	121510	101340	114130	117170	103770	111970	17	17	17	17	17	17	17	17	17	17	103120	113240	91298	112810	121650	100150	111840	113850	104870	116110	97533	106980	92965	115650	121510	101340	114130	117170	103770	111970	17	17	17	17	17	17	17	17	17	17	25.1	2885000000	2885000000	19				1161	5140;12238;13870;13894;13899;14145;15031;15032;15430;17405;20481	True;True;True;True;True;True;True;True;True;True;True	5818;13717;15898;15925;15930;16222;17194;17195;17196;17660;19877;23351	8917;8918;20191;20192;23712;23742;23747;23748;24194;25518;25519;25520;25521;26180;29515;34586;34587	11276;11277;25326;25327;29744;29774;29780;29781;29782;29783;30331;31976;31977;31978;31979;32799;36931;43194;43195	11276;25327;29744;29774;29781;30331;31976;31979;32799;36931;43194	2294	274
P13035	P13035	45	45	45	Aerobic glycerol-3-phosphate dehydrogenase	glpD		1	45	45	45	45	45	45	81	81	81	56.75	501	501	0	323.31	637700	597410	586490	656970	656670	569020	678390	649950	609290	672170	603240	564690	594410	669500	662490	576560	687610	669070	604120	647970	134	134	134	134	134	134	134	134	134	134	637700	597410	586490	656970	656670	569020	678390	649950	609290	672170	603240	564690	594410	669500	662490	576560	687610	669070	604120	647970	134	134	134	134	134	134	134	134	134	134	81	56951000000	56951000000	191				1162	367;1710;2835;2836;3371;3944;3945;5072;5073;5361;5362;5920;7000;7090;7483;7501;7778;8935;9123;9124;10226;10515;10597;11562;12558;12694;12742;12923;14599;14837;14838;14975;15058;15745;15859;15860;15930;16208;16289;18654;18895;20364;21344;21401;21459	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	409;1967;3218;3219;3804;4464;4465;5745;5746;6057;6058;6672;7886;7983;8420;8421;8442;8780;10054;10267;10268;10269;11502;11814;11901;12944;14074;14221;14222;14272;14490;14491;14492;16715;16977;16978;17132;17133;17223;17224;18015;18145;18146;18225;18528;18616;21295;21557;23218;24315;24379;24457	670;3058;5036;5037;5038;5039;5926;5927;6935;6936;6937;8835;8836;9231;9232;10141;10142;11857;11858;11859;12002;12003;12629;12630;12631;12632;12633;12665;12666;13208;13209;13210;13211;13212;13213;13214;13215;15117;15118;15433;15434;15435;15436;15437;15438;17192;17615;17730;19143;20695;20696;20905;20906;20907;20908;20973;20974;21308;21309;21310;21311;21312;21313;21314;21315;21316;21317;21318;21319;21320;24858;25210;25211;25212;25213;25432;25433;25434;25435;25436;25437;25554;25555;25556;25557;25558;25559;26687;26892;26893;26894;27010;27011;27012;27013;27462;27463;27579;27580;27581;31592;31593;31981;34400;35957;35958;36038;36039;36040;36041;36042;36043;36044;36045;36046;36047;36048;36049;36050;36051;36052;36053;36054;36177	864;865;3904;6436;6437;6438;6439;6440;6441;7530;7531;8773;8774;8775;11182;11183;11662;11663;12810;12811;14960;14961;14962;14963;14964;15153;15154;15931;15932;15933;15934;15935;15936;15937;15976;15977;15978;15979;16632;16633;16634;16635;16636;16637;16638;16639;16640;16641;16642;19105;19106;19107;19517;19518;19519;19520;19521;19522;19523;19524;19525;19526;19527;21697;21698;22191;22326;22327;24039;24040;25945;25946;26199;26200;26201;26202;26203;26204;26282;26283;26284;26709;26710;26711;26712;26713;26714;26715;26716;26717;26718;26719;26720;26721;26722;26723;26724;31144;31597;31598;31599;31600;31601;31871;31872;31873;31874;31875;31876;31877;31878;31879;32019;32020;32021;32022;32023;32024;32025;32026;32027;32028;32029;32030;32031;32032;32033;32034;32035;32036;33423;33424;33425;33717;33718;33719;33720;33721;33869;33870;33871;33872;33873;34414;34415;34568;34569;34570;34571;34572;34573;39507;39508;39980;39981;42966;44930;44931;44932;44933;44934;44935;44936;45035;45036;45037;45038;45039;45040;45041;45042;45043;45044;45045;45046;45047;45048;45049;45050;45051;45052;45053;45054;45055;45056;45057;45058;45059;45060;45061;45209	864;3904;6436;6441;7531;8773;8775;11182;11183;11662;11663;12811;14960;15153;15937;15977;16638;19105;19526;19527;21697;22191;22326;24039;25945;26204;26283;26711;31144;31597;31598;31874;32034;33423;33717;33720;33871;34415;34570;39508;39980;42966;44930;45036;45209	2295;2296;2297;2298;2299;2300;2301	31;77;85;107;158;218;475
P13036	P13036	11	11	11	Fe(3+) dicitrate transport protein FecA	fecA		1	11	11	11	11	11	11	15.1	15.1	15.1	85.321	774	774	0	87.656	24522	24003	22077	27803	28003	23693	26884	26370	25540	26076	23195	22697	22442	28250	28050	24015	27383	27133	25257	25164	9	9	9	9	9	9	9	9	9	9	24522	24003	22077	27803	28003	23693	26884	26370	25540	26076	23195	22697	22442	28250	28050	24015	27383	27133	25257	25164	9	9	9	9	9	9	9	9	9	9	15.1	222110000	222110000	16				1163	484;2281;4173;5057;6805;7327;8535;13946;17524;17960;21724	True;True;True;True;True;True;True;True;True;True;True	543;2612;4717;5727;7670;8240;9607;15983;20013;20499;24747	872;873;4080;7330;8815;11541;12381;14456;23820;29740;29741;30463;36576	1114;1115;1116;5209;9254;11151;14565;15620;18251;29869;37231;37232;37233;38142;45705;45706	1115;5209;9254;11151;14565;15620;18251;29869;37231;38142;45706		
P13039	P13039	5	5	5	Enterochelin esterase	fes		1	5	5	5	5	5	5	13.2	13.2	13.2	45.651	400	400	0	47.755	8717.3	8727.5	7819.1	9297.6	10276	8245.1	9970.9	9658.9	8554.7	9027.5	8245.4	8247.8	7954.5	9494.8	10278	8346.2	10125	9905.8	8501	8724.1	2	2	2	2	2	2	2	2	2	2	8717.3	8727.5	7819.1	9297.6	10276	8245.1	9970.9	9658.9	8554.7	9027.5	8245.4	8247.8	7954.5	9494.8	10278	8346.2	10125	9905.8	8501	8724.1	2	2	2	2	2	2	2	2	2	2	13.2	52796000	52796000	5				1164	818;1651;3550;7135;8303	True;True;True;True;True	923;1901;4017;8031;9353	1432;2971;6232;12076;14064	1825;3802;7901;15249;17723	1825;3802;7901;15249;17723		
P13445	P13445	10	10	10	RNA polymerase sigma factor RpoS	rpoS		1	10	10	10	10	10	10	42.1	42.1	42.1	37.971	330	330	0	264.18	53008	49905	51824	53016	53507	51186	55452	54235	50763	55482	50154	47161	52276	54216	54222	51531	56224	55955	50287	53498	15	16	16	16	16	16	16	16	16	16	53008	49905	51824	53016	53507	51186	55452	54235	50763	55482	50154	47161	52276	54216	54222	51531	56224	55955	50287	53498	15	16	16	16	16	16	16	16	16	16	42.1	2054200000	2054200000	19				1165	1118;1346;1492;4654;4655;5971;9844;10892;12107;13128	True;True;True;True;True;True;True;True;True;True	1263;1264;1517;1518;1688;5244;5245;6731;11085;12221;13574;14831;14832	1973;1974;2361;2362;2635;2636;8091;8092;10218;16602;16603;18177;18178;20003;21907;21908	2516;2517;2989;2990;3357;3358;3359;10232;10233;12906;12907;20958;20959;22854;22855;25096;25097;27457;27458	2516;2990;3358;10232;10233;12906;20959;22855;25096;27457	2302;2303;2304	94;159;255
P13458	P13458	13	13	13	Nuclease SbcCD subunit C	sbcC		1	13	13	13	13	13	13	11.9	11.9	11.9	118.72	1048	1048	0	153.85	42337	43732	40225	43894	50584	43725	45486	45527	42786	42979	40054	41313	40743	45056	50647	43939	46471	46892	42332	41524	14	14	14	14	14	14	14	14	14	14	42337	43732	40225	43894	50584	43725	45486	45527	42786	42979	40054	41313	40743	45056	50647	43939	46471	46892	42332	41524	14	14	14	14	14	14	14	14	14	14	11.9	203490000	203490000	17				1166	1781;5113;7706;12308;13603;14861;14862;15232;15360;15428;15460;15519;18116	True;True;True;True;True;True;True;True;True;True;True;True;True	2044;5790;8697;13792;15599;15600;17002;17003;17415;17579;17658;17693;17757;20682	3167;8886;13071;20281;23263;23264;25238;25239;25831;26073;26074;26178;26232;26320;30720	4038;11242;11243;16465;25435;25436;29181;29182;31629;31630;32374;32672;32673;32797;32857;32968;38456	4038;11243;16465;25436;29182;31629;31630;32374;32672;32797;32857;32968;38456	2305	466
P13482	P13482	20	20	20	Periplasmic trehalase	treA		1	20	20	20	20	20	20	44.2	44.2	44.2	63.636	565	565	0	246.48	79151	93616	72627	89786	100010	77186	95600	91588	86705	86481	74873	88414	73834	92221	99803	78273	97281	93917	85929	83552	35	35	35	35	35	35	35	35	35	35	79151	93616	72627	89786	100010	77186	95600	91588	86705	86481	74873	88414	73834	92221	99803	78273	97281	93917	85929	83552	35	35	35	35	35	35	35	35	35	35	44.2	2066400000	2066400000	38				1167	105;4563;5232;5233;5615;8257;12186;13193;13415;14262;15725;16299;16409;17104;17883;18082;18739;20806;20880;21675	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	120;121;5144;5920;5921;6338;6339;9301;13659;14936;14937;15310;16350;17993;17994;18626;18746;19539;20414;20415;20641;21382;23713;23794;24693	207;208;7945;7946;9051;9052;9668;9669;13984;20112;22109;22110;22111;22735;22736;24372;26649;26650;27600;27601;27767;28962;30341;30342;30661;31717;35080;35081;35196;36505;36506	270;271;10042;10043;10044;10045;11442;11443;12198;12199;17615;17616;25230;27711;27712;27713;28495;28496;30538;33370;33371;33372;34596;34597;34787;36255;36256;37981;37982;37983;38383;39650;43812;43813;43967;45609;45610;45611	271;10042;11442;11443;12198;17616;25230;27713;28495;30538;33371;34596;34787;36255;37983;38383;39650;43812;43967;45609	2306;2307;2308;2309;2310;2311	74;234;242;318;360;528
P13656	P13656	1	1	1	Probable bifunctional chitinase/lysozyme;Chitinase;Lysozyme	chiA		1	1	1	1	1	1	1	1.3	1.3	1.3	97.057	897	897	0	20.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0	0	1				1168	7875	True	8884	13376	16837	16837		
P13669	P13669	4	4	4	Mannosyl-D-glycerate transport/metabolism system repressor MngR	mngR		1	4	4	4	4	4	4	13.3	13.3	13.3	28.273	240	240	0	32.506	10529	10921	10543	12145	11885	9948.1	12214	11290	10789	11479	9962.9	10324	10633	12360	11985	10108	12378	11619	10706	11071	3	3	3	3	3	3	3	3	3	3	10529	10921	10543	12145	11885	9948.1	12214	11290	10789	11479	9962.9	10324	10633	12360	11985	10108	12378	11619	10706	11071	3	3	3	3	3	3	3	3	3	3	13.3	145770000	145770000	4				1169	13616;20125;21248;21249	True;True;True;True	15614;22959;24206;24207	23282;34027;35785;35786	29208;42519;44719;44720	29208;42519;44719;44720		
P13857	P13857	2	2	2	Ribosomal-protein-serine acetyltransferase	rimL		1	2	2	2	2	2	2	12.8	12.8	12.8	20.68	179	179	0	38.834	6977.2	9092.5	6481.6	7418.6	9194.1	6599.8	7533.6	8067.5	8077.6	7274.7	6600.4	8579.8	6585.2	7706.2	9147.1	6684	7763.2	8254.6	7947.1	7036.7	2	2	2	2	2	2	2	2	2	2	6977.2	9092.5	6481.6	7418.6	9194.1	6599.8	7533.6	8067.5	8077.6	7274.7	6600.4	8579.8	6585.2	7706.2	9147.1	6684	7763.2	8254.6	7947.1	7036.7	2	2	2	2	2	2	2	2	2	2	12.8	30115000	30115000	3				1170	18837;19205	True;True	21493;21904	31892;32497	39864;40622;40623	39864;40622		
P14081	P14081	18	18	18	Selenocysteine-specific elongation factor	selB		1	18	18	18	18	18	18	34	34	34	68.867	614	614	0	252.27	55013	54028	52706	56407	60357	53356	59442	54196	54631	57229	52047	51052	53297	57723	60781	53736	60419	56054	54108	55142	16	16	16	16	16	16	16	16	16	16	55013	54028	52706	56407	60357	53356	59442	54196	54631	57229	52047	51052	53297	57723	60781	53736	60419	56054	54108	55142	16	16	16	16	16	16	16	16	16	16	34	1005000000	1005000000	24				1171	453;597;827;1315;2720;2923;3317;4574;4888;5398;5631;6590;6686;7569;8714;14337;20159;20625	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	508;673;932;1482;3089;3313;3745;5157;5498;6095;6096;6358;7427;7535;8543;9811;16435;22998;23511	825;1049;1050;1443;2314;4809;5186;5837;7969;8439;9294;9295;9296;9697;11170;11343;12833;14800;24480;34072;34800	1064;1336;1337;1839;2933;6129;6612;7421;10078;10669;11739;11740;11741;12238;14099;14324;14325;16183;18706;30663;42571;42572;42573;43458	1064;1336;1839;2933;6129;6612;7421;10078;10669;11741;12238;14099;14324;16183;18706;30663;42571;43458	2312;2313	339;523
P14294	P14294	4	4	4	DNA topoisomerase 3	topB		1	4	4	4	4	4	4	7.4	7.4	7.4	73.216	653	653	0	41.037	7124.4	7088.4	5968.7	7509.8	8402.8	7602.9	8416	7503.3	7124.4	8596.3	6737.2	6698.5	6106.4	7686.6	8382.4	7631.5	8530.8	7789.2	7084.4	8268.1	5	5	5	5	5	5	5	5	5	5	7124.4	7088.4	5968.7	7509.8	8402.8	7602.9	8416	7503.3	7124.4	8596.3	6737.2	6698.5	6106.4	7686.6	8382.4	7631.5	8530.8	7789.2	7084.4	8268.1	5	5	5	5	5	5	5	5	5	5	7.4	30886000	30886000	5				1172	853;5271;11186;17264	True;True;True;True	961;5961;12538;19720	1500;9106;18593;29235	1917;11507;11508;23366;36584	1917;11507;23366;36584		
P14375	P14375	2	2	2	Transcriptional regulatory protein ZraR	zraR		1	2	2	2	2	2	2	4.1	4.1	4.1	48.394	441	441	0.000501	13.741	11130	11275	10638	11198	12453	12365	11812	12014	11017	10758	10530	10651	10762	11522	12520	12357	12033	12389	10904	10408	2	2	2	2	2	2	2	2	2	2	11130	11275	10638	11198	12453	12365	11812	12014	11017	10758	10530	10651	10762	11522	12520	12357	12033	12389	10904	10408	2	2	2	2	2	2	2	2	2	2	4.1	18330000	18330000	2				1173	3298;6580	True;True	3723;7417	5801;11154	7377;14081	7377;14081		
